"Node1","Node2","Score"
"ENSG00000135346","ENSG00000039068","0.3"
"ENSG00000140443","ENSG00000017427","0.2"
"ENSG00000159216","ENSG00000213585","0.2"
"ENSG00000107643","ENSG00000100030","0.2"
"ENSG00000186951","ENSG00000105639","0.1"
"ENSG00000169083","ENSG00000141510","0.2"
"ENSG00000113575","ENSG00000100030","0.2"
"ENSG00000186868","ENSG00000138069","0.3"
"ENSG00000106546","ENSG00000105976","0.1"
"ENSG00000106546","ENSG00000169047","0.1"
"ENSG00000106546","ENSG00000186716","0.1"
"ENSG00000133794","ENSG00000082701","0.2"
"ENSG00000159216","ENSG00000134982","0.2"
"ENSG00000100219","ENSG00000176697","0.3"
"ENSG00000135346","ENSG00000242252","0.2"
"ENSG00000091831","ENSG00000142798","0.1"
"ENSG00000159216","ENSG00000121879","0.2"
"ENSG00000113916","ENSG00000113575","0.1"
"ENSG00000134852","ENSG00000136997","0.9"
"ENSG00000164305","ENSG00000131095","0.2"
"ENSG00000049768","ENSG00000168610","0.3"
"ENSG00000197122","ENSG00000110092","0.2"
"ENSG00000154727","ENSG00000140009","0.2"
"ENSG00000175104","ENSG00000112208","0.2"
"ENSG00000168610","ENSG00000171094","0.1"
"ENSG00000133794","ENSG00000080824","0.2"
"ENSG00000118260","ENSG00000105976","0.1"
"ENSG00000105976","ENSG00000146648","0.2"
"ENSG00000207971","ENSG00000096717","0.1"
"ENSG00000049768","ENSG00000197442","0.2"
"ENSG00000132170","ENSG00000176697","0.3"
"ENSG00000110092","ENSG00000114166","0.2"
"ENSG00000141510","ENSG00000113575","0.1"
"ENSG00000094631","ENSG00000168610","0.3"
"ENSG00000125398","ENSG00000105329","0.3"
"ENSG00000106546","ENSG00000112062","0.1"
"ENSG00000186951","ENSG00000091831","0.2"
"ENSG00000175104","ENSG00000097007","0.2"
"ENSG00000094631","ENSG00000146648","0.9"
"ENSG00000169057","ENSG00000132170","0.9"
"ENSG00000207971","ENSG00000118260","0.1"
"ENSG00000065978","ENSG00000136826","0.3"
"ENSG00000106546","ENSG00000112062","0.1"
"ENSG00000141510","ENSG00000134333","0.1"
"ENSG00000136997","ENSG00000197122","0.1"
"ENSG00000213585","ENSG00000186868","0.2"
"ENSG00000125845","ENSG00000105329","0.3"
"ENSG00000136869","ENSG00000096717","0.9"
"ENSG00000118260","ENSG00000100219","0.2"
"ENSG00000091831","ENSG00000154727","0.1"
"ENSG00000132646","ENSG00000134333","0.2"
"ENSG00000100393","ENSG00000176697","0.3"
"ENSG00000132170","ENSG00000049768","0.3"
"ENSG00000100393","ENSG00000156711","0.2"
